BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
24249,1245,01-MAR-19,5444980,4.98,2,EAST   ,8,2019
64631,1797,31-JAN-20,402563,3.99,1,CENTRAL,4,2020
67354,4011,23-FEB-20,99204,8.76,4,SOUTH  ,8,2020
12188,1245,22-NOV-18,33959,2.76,1,EAST   ,46,2018
13548,982,04-DEC-18,5107273,2.59,1,EAST   ,48,2018
40205,3014,11-JUL-19,89984,2.6,4,SOUTH  ,27,2019
80095,1082,25-JUN-20,5160559,0.25,1,EAST   ,25,2020
33303,3220,15-MAY-19,6735191,2.99,1,SOUTH  ,19,2019
24206,3603,02-MAR-19,84775,2.39,1,SOUTH  ,8,2019
73344,1034,20-APR-20,6042900,0.0,1,EAST   ,16,2020
78565,3784,10-JUN-20,91565,1.5,1,CENTRAL,23,2020
81444,766,08-JUL-20,99883,3.59,1,CENTRAL,27,2020
19938,789,25-JAN-19,88718,1.09,1,CENTRAL,3,2019
18849,2639,16-JAN-19,638270,2.38,2,WEST   ,2,2019
82958,631,23-JUL-20,3781030,1.15,1,CENTRAL,29,2020
20642,3842,31-JAN-19,8495,1.79,1,SOUTH  ,4,2019
49304,1120,25-SEP-19,5786995,1.39,1,EAST   ,38,2019
1801,4011,01-SEP-18,6542358,1.0,1,SOUTH  ,34,2018
81455,2200,08-JUL-20,5124660,2.99,1,WEST   ,27,2020
83375,361,27-JUL-20,8491,2.01,1,SOUTH  ,30,2020
70262,3243,19-MAR-20,1091181,5.49,1,SOUTH  ,11,2020
55520,4249,16-NOV-19,277417,2.69,1,EAST   ,45,2019
15852,4594,22-DEC-18,96124,1.33,1,WEST   ,50,2018
29949,1895,19-APR-19,6577489,3.76,1,EAST   ,15,2019
56806,720,25-NOV-19,959525,2.99,1,CENTRAL,47,2019
39350,2175,04-JUL-19,102713,6.0,2,WEST   ,26,2019
12000,1545,21-NOV-18,1019541,5.0,2,WEST   ,46,2018
72160,4218,07-APR-20,88210,7.0,2,EAST   ,14,2020
21762,1729,10-FEB-19,5773742,2.0,4,CENTRAL,6,2019
5579,1034,01-OCT-18,96049,1.79,1,EAST   ,39,2018
12622,4982,26-NOV-18,4483144,2.79,1,WEST   ,47,2018
26006,1020,16-MAR-19,6583,5.24,1,EAST   ,10,2019
20978,2077,03-FEB-19,6769283,2.79,1,EAST   ,5,2019
76408,2150,20-MAY-20,5515133,9.99,1,EAST   ,20,2020
61497,1241,03-JAN-20,7064808,7.99,1,EAST   ,52,2020
13951,3672,07-DEC-18,1443844,4.99,1,EAST   ,48,2018
2387,2572,05-SEP-18,559371,1.34,1,WEST   ,35,2018
21849,3784,10-FEB-19,986069,7.98,2,CENTRAL,6,2019
49743,184,28-SEP-19,312718,6.49,1,EAST   ,38,2019
1141,1600,26-AUG-18,6153684,1.5,1,WEST   ,34,2018
30989,1473,26-APR-19,7019570,3.0,1,WEST   ,16,2019
37070,1241,14-JUN-19,6963025,2.88,1,EAST   ,23,2019
17210,1861,02-JAN-19,933168,2.99,1,SOUTH  ,52,2019
2436,4218,05-SEP-18,524727,0.99,1,EAST   ,35,2018
32758,1245,11-MAY-19,761183,4.99,1,EAST   ,18,2019
58324,3784,08-DEC-19,7145695,1.5,1,CENTRAL,49,2019
75213,1082,09-MAY-20,87663,3.99,1,EAST   ,18,2020
53008,453,26-OCT-19,2246188,6.49,1,EAST   ,42,2019
45891,3246,26-AUG-19,948449,2.79,1,SOUTH  ,34,2019
39426,1495,04-JUL-19,8491,0.79,1,CENTRAL,26,2019
10297,2507,08-NOV-18,4552934,2.0,2,WEST   ,44,2018
34864,1020,28-MAY-19,76652,1.89,1,EAST   ,21,2019
66139,4293,13-FEB-20,9082,2.5,2,SOUTH  ,6,2020
34265,1034,23-MAY-19,4881763,1.67,1,EAST   ,20,2019
56450,525,23-NOV-19,959525,2.99,1,CENTRAL,46,2019
13120,1251,30-NOV-18,88888,2.99,1,EAST   ,47,2018
10704,3164,11-NOV-18,4068474,2.49,1,SOUTH  ,45,2018
7745,984,18-OCT-18,97626,1.0,1,EAST   ,41,2018
10817,3687,11-NOV-18,76603,0.99,1,SOUTH  ,45,2018
19625,3214,22-JAN-19,6857538,6.58,2,SOUTH  ,3,2019
65531,2004,07-FEB-20,5819717,2.49,1,EAST   ,5,2020
44833,1245,17-AUG-19,5107282,0.8,1,EAST   ,32,2019
77959,2435,04-JUN-20,761182,9.98,2,WEST   ,22,2020
53289,1034,28-OCT-19,957033,2.99,1,EAST   ,43,2019
55246,3467,13-NOV-19,1146756,2.98,2,SOUTH  ,45,2019
82398,3496,17-JUL-20,7277761,6.99,1,SOUTH  ,28,2020
8163,1885,21-OCT-18,5918703,6.98,2,SOUTH  ,42,2018
30733,1020,25-APR-19,6583,3.77,1,EAST   ,16,2019
35720,4809,03-JUN-19,86214,3.19,1,CENTRAL,22,2019
45932,1265,26-AUG-19,8497,1.34,1,EAST   ,34,2019
19943,3785,25-JAN-19,4990989,3.99,1,EAST   ,3,2019
6223,308,06-OCT-18,104711,1.59,1,EAST   ,39,2018
41910,308,25-JUL-19,5420923,2.79,1,EAST   ,29,2019
49247,4836,23-SEP-19,97421,4.99,1,SOUTH  ,38,2019
76571,1632,22-MAY-20,4625932,1.99,1,WEST   ,20,2020
18405,2629,12-JAN-19,6577489,8.87,1,WEST   ,1,2019
33927,2617,20-MAY-19,5110749,0.84,1,WEST   ,20,2019
30242,1895,21-APR-19,912464,1.5,1,EAST   ,16,2019
18321,514,12-JAN-19,8495,1.49,1,CENTRAL,1,2019
53492,3246,30-OCT-19,101351,5.49,1,SOUTH  ,43,2019
58978,1495,14-DEC-19,5219364,6.59,1,CENTRAL,49,2019
73023,1205,17-APR-20,974751,4.76,4,EAST   ,15,2020
28672,2844,08-APR-19,698083,3.49,1,CENTRAL,14,2019
64631,1797,31-JAN-20,81004,2.99,1,CENTRAL,4,2020
83577,4439,29-JUL-20,4262200,47.88,12,EAST   ,30,2020
33011,3243,12-MAY-19,87628,1.99,1,SOUTH  ,19,2019
69428,3840,12-MAR-20,679881,2.0,8,EAST   ,10,2020
82026,1795,13-JUL-20,3679696,1.79,1,WEST   ,28,2020
38544,1261,28-JUN-19,6606645,1.79,1,CENTRAL,25,2019
48709,2442,20-SEP-19,640182,1.14,1,WEST   ,37,2019
11664,4982,19-NOV-18,190985,6.28,2,WEST   ,46,2018
62484,682,10-JAN-20,883313,1.59,1,CENTRAL,1,2020
29456,1916,14-APR-19,8507,0.55,1,WEST   ,15,2019
42456,2435,29-JUL-19,7119056,7.49,1,WEST   ,30,2019
15869,4607,22-DEC-18,491565,4.98,2,WEST   ,50,2018
59380,3800,17-DEC-19,8494,2.81,1,CENTRAL,50,2019
76123,992,18-MAY-20,6233932,3.49,1,EAST   ,20,2020
76377,2148,19-MAY-20,6841230,16.99,1,CENTRAL,20,2020
55549,1994,15-NOV-19,709762,2.5,1,CENTRAL,45,2019
79779,2512,22-JUN-20,6881503,1.49,1,WEST   ,25,2020
14223,3969,10-DEC-18,4076780,4.42,1,SOUTH  ,49,2018
7912,2024,20-OCT-18,101635,1.49,1,WEST   ,41,2018
71428,3319,30-MAR-20,7200718,5.49,1,EAST   ,13,2020
69937,1990,16-MAR-20,1352625,9.67,1,CENTRAL,11,2020
76591,2512,21-MAY-20,6098077,3.99,1,WEST   ,20,2020
78039,2504,06-JUN-20,6899134,5.49,1,WEST   ,22,2020
51455,1545,12-OCT-19,2895687,1.98,2,WEST   ,40,2019
24189,438,02-MAR-19,5107273,2.5,1,CENTRAL,8,2019
67068,1034,22-FEB-20,6428086,1.0,1,EAST   ,7,2020
43923,1137,10-AUG-19,86295,2.99,1,EAST   ,31,2019
60540,1241,26-DEC-19,8979,1.39,1,EAST   ,51,2019
52843,3243,24-OCT-19,86214,2.19,1,SOUTH  ,42,2019
13847,2435,07-DEC-18,6714811,1.0,1,WEST   ,48,2018
80919,1265,03-JUL-20,767254,3.69,1,EAST   ,26,2020
9653,2442,03-NOV-18,750089,3.49,1,WEST   ,43,2018
73402,3247,19-APR-20,71984,1.99,1,SOUTH  ,16,2020
79278,3993,17-JUN-20,4271764,4.59,1,WEST   ,24,2020
51650,3811,14-OCT-19,92428,2.19,1,SOUTH  ,41,2019
68075,2504,01-MAR-20,7069389,1.89,1,WEST   ,9,2020
74808,1080,04-MAY-20,5766458,3.0,2,EAST   ,18,2020
46910,1786,04-SEP-19,4344130,1.0,1,WEST   ,35,2019
62501,3809,12-JAN-20,524113,3.19,1,CENTRAL,2,2020
182,2077,18-AUG-18,787876,3.99,1,EAST   ,32,2018
71118,401,27-MAR-20,4315099,5.0,2,CENTRAL,12,2020
59240,815,16-DEC-19,405341,2.99,1,CENTRAL,50,2019
19847,632,24-JAN-19,100944,3.29,1,CENTRAL,3,2019
80127,2379,26-JUN-20,97585,1.09,1,WEST   ,25,2020
73550,3811,21-APR-20,2482830,10.79,1,SOUTH  ,16,2020
60188,4065,23-DEC-19,4853619,1.0,1,EAST   ,51,2019
78492,2617,09-JUN-20,4874034,4.49,1,WEST   ,23,2020
53190,2512,27-OCT-19,6285345,2.8,1,WEST   ,43,2019
16628,2986,29-DEC-18,761851,0.88,1,SOUTH  ,51,2018
69929,2639,16-MAR-20,1150708,13.99,1,WEST   ,11,2020
10167,3358,07-NOV-18,4756894,3.99,1,SOUTH  ,44,2018
44135,2077,12-AUG-19,5197677,9.49,1,EAST   ,32,2019
14871,1270,14-DEC-18,101328,3.59,1,CENTRAL,49,2018
11581,53,18-NOV-18,96070,0.79,1,EAST   ,46,2018
33508,4372,17-MAY-19,5352865,3.0,1,CENTRAL,19,2019
12690,3840,27-NOV-18,4375591,1.59,1,EAST   ,47,2018
38097,3551,23-JUN-19,6319817,3.49,1,SOUTH  ,25,2019
73132,1102,17-APR-20,5494124,6.48,2,EAST   ,15,2020
7911,2541,20-OCT-18,249269,21.99,1,WEST   ,41,2018
81455,2200,08-JUL-20,5134057,1.59,1,WEST   ,27,2020
55061,2371,12-NOV-19,74113,3.99,1,WEST   ,45,2019
2460,1437,06-SEP-18,84843,0.89,1,WEST   ,35,2018
75346,2322,09-MAY-20,891846,2.99,1,WEST   ,18,2020
32347,3940,07-MAY-19,6745215,14.99,1,EAST   ,18,2019
61597,1492,04-JAN-20,377714,13.36,2,EAST   ,52,2020
31056,3840,27-APR-19,6087060,1.59,1,EAST   ,16,2019
36218,1554,07-JUN-19,190861,1.25,1,EAST   ,22,2019
8499,3358,24-OCT-18,3974492,1.49,1,SOUTH  ,42,2018
32150,2780,06-MAY-19,5064291,1.0,1,WEST   ,18,2019
34287,4614,23-MAY-19,6349306,0.8,1,WEST   ,20,2019
20836,1916,02-FEB-19,667913,1.0,1,WEST   ,4,2019
62376,4183,10-JAN-20,4009855,1.68,1,WEST   ,1,2020
9756,3840,03-NOV-18,6875039,6.49,1,EAST   ,43,2018
80033,3969,25-JUN-20,8512,0.76,1,SOUTH  ,25,2020
3016,1441,10-SEP-18,524737,2.98,2,WEST   ,36,2018
45925,4713,26-AUG-19,3156304,3.49,1,SOUTH  ,34,2019
43273,2244,05-AUG-19,312857,8.99,1,CENTRAL,31,2019
54742,1526,08-NOV-19,6879695,4.29,1,CENTRAL,44,2019
39659,2519,06-JUL-19,87646,1.99,1,WEST   ,26,2019
49456,2442,26-SEP-19,6442625,1.67,1,WEST   ,38,2019
71162,4851,27-MAR-20,4624312,0.74,1,CENTRAL,12,2020
20692,4766,31-JAN-19,85944,0.69,1,WEST   ,4,2019
38847,2780,30-JUN-19,93757,1.19,1,WEST   ,26,2019
71234,4774,28-MAR-20,7592,3.06,1,WEST   ,12,2020
50364,4851,03-OCT-19,6029165,2.41,1,CENTRAL,39,2019
13927,3889,07-DEC-18,2901273,3.99,1,SOUTH  ,48,2018
1338,984,28-AUG-18,694611,1.88,1,EAST   ,34,2018
10818,2607,11-NOV-18,97584,0.98,1,WEST   ,45,2018
47978,308,12-SEP-19,2617238,2.5,1,EAST   ,36,2019
66708,3809,18-FEB-20,1146347,2.99,1,CENTRAL,7,2020
50576,1873,05-OCT-19,5723199,6.58,2,CENTRAL,39,2019
41212,4218,20-JUL-19,6130640,2.79,1,EAST   ,28,2019
44273,1015,12-AUG-19,6180966,2.99,1,EAST   ,32,2019
72444,1241,09-APR-20,953434,3.29,1,EAST   ,14,2020
4328,3904,21-SEP-18,6755231,1.99,1,EAST   ,37,2018
73522,1020,22-APR-20,709271,4.39,1,EAST   ,16,2020
68982,2102,10-MAR-20,5282782,3.99,1,SOUTH  ,10,2020
72067,4085,05-APR-20,89078,1.5,1,CENTRAL,14,2020
70805,3004,24-MAR-20,491617,1.79,1,SOUTH  ,12,2020
12790,3418,28-NOV-18,3740393,1.0,1,SOUTH  ,47,2018
70621,4214,22-MAR-20,6635931,3.99,1,CENTRAL,12,2020
16081,4904,24-DEC-18,6110430,3.0,1,CENTRAL,51,2018
60423,3800,24-DEC-19,5666053,2.0,1,CENTRAL,51,2019
79454,428,19-JUN-20,6255125,1.75,1,CENTRAL,24,2020
64503,3442,30-JAN-20,5229400,1.49,1,SOUTH  ,4,2020
82546,3904,19-JUL-20,7020259,6.99,1,EAST   ,29,2020
51801,3105,15-OCT-19,1459632,5.49,1,SOUTH  ,41,2019
48304,4249,15-SEP-19,3792958,6.49,1,EAST   ,37,2019
19169,1916,18-JAN-19,6236537,1.99,1,WEST   ,2,2019
22741,3551,17-FEB-19,5795479,3.99,1,SOUTH  ,7,2019
17676,3411,06-JAN-19,5107299,10.47,1,SOUTH  ,1,2019
11621,779,18-NOV-18,6785534,3.5,1,CENTRAL,46,2018
1874,183,01-SEP-18,277417,2.0,1,EAST   ,34,2018
1565,2442,30-AUG-18,920195,2.0,2,WEST   ,34,2018
23686,2011,25-FEB-19,5307267,3.99,1,EAST   ,8,2019
36681,2780,11-JUN-19,94724,1.5,1,WEST   ,23,2019
62122,651,08-JAN-20,5509903,3.49,1,CENTRAL,1,2020
6408,4745,07-OCT-18,5937134,1.99,1,WEST   ,40,2018
13769,2512,06-DEC-18,6959413,10.0,1,WEST   ,48,2018
63950,1797,25-JAN-20,5991623,2.24,1,CENTRAL,3,2020
23527,3246,23-FEB-19,9099,0.63,1,SOUTH  ,7,2019
77266,3895,29-MAY-20,6779643,2.99,1,SOUTH  ,21,2020
82551,2756,19-JUL-20,959525,2.99,1,CENTRAL,29,2020
63378,438,19-JAN-20,249239,19.99,1,CENTRAL,3,2020
337,1990,19-AUG-18,6247106,11.19,1,CENTRAL,33,2018
80890,3889,03-JUL-20,767019,1.2,2,SOUTH  ,26,2020
6018,3811,04-OCT-18,1442153,3.99,1,SOUTH  ,39,2018
38780,2710,29-JUN-19,747093,3.49,1,WEST   ,25,2019
12406,3496,25-NOV-18,1412768,7.71,1,SOUTH  ,47,2018
62330,1492,11-JAN-20,101683,2.49,1,EAST   ,1,2020
1897,577,01-SEP-18,6761836,4.99,1,CENTRAL,34,2018
21879,3893,10-FEB-19,88731,1.89,1,SOUTH  ,6,2019
35559,2639,02-JUN-19,5051812,1.16,1,WEST   ,22,2019
41479,459,21-JUL-19,4588022,2.49,1,CENTRAL,29,2019
56818,1545,25-NOV-19,3297296,1.25,1,WEST   ,47,2019
76368,2433,20-MAY-20,4625932,1.99,1,WEST   ,20,2020
33842,1916,19-MAY-19,1066025,1.49,1,WEST   ,20,2019
74983,2371,06-MAY-20,5366287,2.69,1,WEST   ,18,2020
21441,1265,07-FEB-19,972293,3.19,1,EAST   ,5,2019
39909,3220,09-JUL-19,441601,4.99,1,SOUTH  ,27,2019
76596,4857,22-MAY-20,1091181,3.0,1,CENTRAL,20,2020
19592,4879,22-JAN-19,6595679,2.79,1,CENTRAL,3,2019
16,514,17-AUG-18,1383814,7.2,1,CENTRAL,32,2018
27465,682,30-MAR-19,5016810,7.49,1,CENTRAL,12,2019
29727,3411,18-APR-19,84666,3.09,1,SOUTH  ,15,2019
17279,2781,03-JAN-19,8487,0.99,2,WEST   ,52,2019
71360,4857,29-MAR-20,191414,2.99,1,CENTRAL,13,2020
62147,3811,09-JAN-20,315725,0.5,1,SOUTH  ,1,2020
51236,3551,10-OCT-19,4968817,4.99,1,SOUTH  ,40,2019
68935,3111,09-MAR-20,143878,6.99,1,SOUTH  ,10,2020
35462,1373,01-JUN-19,3678232,4.99,1,EAST   ,21,2019
51021,4716,09-OCT-19,147507,1.99,1,WEST   ,40,2019
1563,3582,30-AUG-18,98936,2.0,1,SOUTH  ,34,2018
76605,453,22-MAY-20,4750025,2.99,1,EAST   ,20,2020
66388,3232,15-FEB-20,6310426,5.49,1,EAST   ,6,2020
66537,2512,16-FEB-20,4029887,1.79,1,WEST   ,7,2020
65606,1895,09-FEB-20,4772578,0.88,1,EAST   ,6,2020
25175,845,10-MAR-19,5160559,0.25,1,EAST   ,10,2019
32765,401,11-MAY-19,842760,1.99,1,CENTRAL,18,2019
11385,3496,17-NOV-18,191049,5.0,2,SOUTH  ,45,2018
7968,2844,20-OCT-18,4036521,3.5,1,CENTRAL,41,2018
81778,1949,09-JUL-20,1444643,5.99,1,WEST   ,27,2020
58727,453,12-DEC-19,6253143,5.29,1,EAST   ,49,2019
49620,453,28-SEP-19,75307,3.5,1,EAST   ,38,2019
40189,183,11-JUL-19,4611267,2.0,1,EAST   ,27,2019
20136,1437,27-JAN-19,1432069,3.39,1,WEST   ,4,2019
55220,4420,13-NOV-19,5290845,3.04,1,EAST   ,45,2019
53271,2638,28-OCT-19,6761813,12.99,1,WEST   ,43,2019
69833,10,15-MAR-20,4831976,1.49,1,EAST   ,11,2020
80057,1251,25-JUN-20,676338,8.58,2,EAST   ,25,2020
57857,3655,05-DEC-19,7200690,5.99,1,SOUTH  ,48,2019
17826,3655,07-JAN-19,100796,2.79,1,SOUTH  ,1,2019
1026,4065,25-AUG-18,207076,2.29,1,EAST   ,33,2018
44292,4982,13-AUG-19,1067043,3.99,1,WEST   ,32,2019
68159,2638,02-MAR-20,6901971,1.18,2,WEST   ,9,2020
74533,438,02-MAY-20,4179817,7.79,1,CENTRAL,17,2020
77425,1492,30-MAY-20,5550025,5.22,1,EAST   ,21,2020
51813,4439,16-OCT-19,5330444,1.5,1,EAST   ,41,2019
76413,2291,20-MAY-20,6749056,12.0,2,SOUTH  ,20,2020
29884,1437,19-APR-19,4314851,1.67,1,WEST   ,15,2019
54349,1270,06-NOV-19,6742865,4.99,1,CENTRAL,44,2019
284,2531,19-AUG-18,1406930,9.64,3,WEST   ,33,2018
39325,1885,03-JUL-19,813738,2.99,1,SOUTH  ,26,2019
73856,4725,25-APR-20,5573572,2.5,1,CENTRAL,16,2020
39836,590,07-JUL-19,954809,1.5,1,CENTRAL,27,2019
72645,1404,11-APR-20,7191354,5.0,2,SOUTH  ,14,2020
65794,3247,10-FEB-20,6791441,29.9,2,SOUTH  ,6,2020
59236,4857,16-DEC-19,5771535,1.89,1,CENTRAL,50,2019
75642,4017,12-MAY-20,4315099,3.76,2,WEST   ,19,2020
45879,4607,25-AUG-19,5767851,1.0,1,WEST   ,34,2019
50670,2022,06-OCT-19,6860810,2.79,1,SOUTH  ,40,2019
80335,1836,27-JUN-20,96800,0.79,1,SOUTH  ,25,2020
13159,3220,01-DEC-18,103425,2.5,1,SOUTH  ,47,2018
13536,3214,04-DEC-18,93102,1.18,2,SOUTH  ,48,2018
22130,1121,13-FEB-19,5073572,5.49,1,EAST   ,6,2019
17052,1433,01-JAN-19,87672,16.99,1,WEST   ,52,2019
23133,1797,21-FEB-19,102673,2.99,1,CENTRAL,7,2019
79908,2607,23-JUN-20,3302318,0.99,1,WEST   ,25,2020
65179,1245,05-FEB-20,3740446,0.9,1,EAST   ,5,2020
106,3267,17-AUG-18,99722,2.69,1,SOUTH  ,32,2018
32974,4809,12-MAY-19,8588,0.56,1,CENTRAL,19,2019
8463,3214,24-OCT-18,5335449,3.49,1,SOUTH  ,42,2018
59984,2512,21-DEC-19,5476761,2.99,1,WEST   ,50,2019
45910,2024,26-AUG-19,4889635,2.0,2,WEST   ,34,2019
52882,779,25-OCT-19,921615,0.99,1,CENTRAL,42,2019
6226,2575,07-OCT-18,1049466,1.49,2,WEST   ,40,2018
24194,605,02-MAR-19,4934167,1.0,1,CENTRAL,8,2019
59429,136,17-DEC-19,6919074,9.99,1,EAST   ,50,2019
42196,3105,27-JUL-19,100940,6.58,2,SOUTH  ,29,2019
46995,1265,05-SEP-19,7114750,4.59,1,EAST   ,35,2019
85260,3358,15-AUG-20,5556989,3.34,1,SOUTH  ,32,2020
52252,2990,19-OCT-19,7201026,2.49,1,CENTRAL,41,2019
34609,4974,26-MAY-19,8512,1.07,1,CENTRAL,21,2019
60121,655,22-DEC-19,454349,3.19,1,CENTRAL,51,2019
26989,3220,25-MAR-19,96951,4.79,1,SOUTH  ,12,2019
28469,4078,07-APR-19,6918702,8.99,1,EAST   ,14,2019
63006,4851,16-JAN-20,5157413,2.0,2,CENTRAL,2,2020
23772,3820,26-FEB-19,194103,6.49,1,CENTRAL,8,2019
11367,1748,16-NOV-18,8473,0.5,1,WEST   ,45,2018
24526,3551,04-MAR-19,93137,2.69,1,SOUTH  ,9,2019
21767,2453,10-FEB-19,4712662,2.19,1,WEST   ,6,2019
35664,3842,02-JUN-19,7020653,2.5,1,SOUTH  ,22,2019
63081,1187,16-JAN-20,94790,3.38,2,EAST   ,2,2020
79272,1121,17-JUN-20,96135,0.89,1,EAST   ,24,2020
94,3582,17-AUG-18,328320,5.49,1,SOUTH  ,32,2018
11737,60,19-NOV-18,89178,1.5,1,EAST   ,46,2018
7549,575,17-OCT-18,98837,1.29,1,CENTRAL,41,2018
69592,4725,14-MAR-20,102539,2.99,1,CENTRAL,10,2020
62057,1770,07-JAN-20,4522683,4.99,1,CENTRAL,1,2020
72427,2573,09-APR-20,3676292,2.98,2,WEST   ,14,2020
11995,3411,21-NOV-18,778186,1.67,1,SOUTH  ,46,2018
31911,1082,04-MAY-19,916367,5.0,5,EAST   ,17,2019
2746,2780,08-SEP-18,91870,1.99,1,WEST   ,35,2018
75095,3274,07-MAY-20,6943829,3.87,3,SOUTH  ,18,2020
8743,3486,27-OCT-18,4696348,4.99,1,SOUTH  ,42,2018
59950,2607,21-DEC-19,697788,9.95,5,WEST   ,50,2019
2782,3635,09-SEP-18,5295705,3.5,4,SOUTH  ,36,2018
38837,1120,29-JUN-19,383624,1.67,1,EAST   ,25,2019
77162,984,27-MAY-20,4148905,19.99,1,EAST   ,21,2020
24232,2575,01-MAR-19,760856,1.99,1,WEST   ,8,2019
10833,1904,11-NOV-18,353430,1.19,1,EAST   ,45,2018
77514,1949,31-MAY-20,5905253,1.76,2,WEST   ,22,2020
32403,2175,08-MAY-19,6458731,3.98,2,WEST   ,18,2019
53014,1373,26-OCT-19,72790,2.79,1,EAST   ,42,2019
9824,2435,03-NOV-18,5643871,7.07,1,WEST   ,43,2018
395,183,19-AUG-18,5521349,5.39,1,EAST   ,33,2018
77397,4816,30-MAY-20,761968,0.98,2,WEST   ,21,2020
5601,779,01-OCT-18,85908,0.79,1,CENTRAL,39,2018
33633,4774,18-MAY-19,6966152,2.5,2,WEST   ,19,2019
54697,2541,09-NOV-19,4475074,1.68,1,WEST   ,44,2019
71665,2575,02-APR-20,813421,3.99,1,WEST   ,13,2020
35634,1433,02-JUN-19,5128464,2.99,1,WEST   ,22,2019
37957,4604,21-JUN-19,6582624,9.98,2,WEST   ,24,2019
1124,3800,26-AUG-18,101651,2.19,1,CENTRAL,34,2018
42369,3214,29-JUL-19,97538,5.38,2,SOUTH  ,30,2019
72234,1034,08-APR-20,91201,1.0,2,EAST   ,14,2020
72496,1446,10-APR-20,8512,0.25,1,SOUTH  ,14,2020
83552,575,29-JUL-20,7592,0.6,1,CENTRAL,30,2020
29606,2200,16-APR-19,386211,3.29,1,WEST   ,15,2019
69493,1404,13-MAR-20,5548597,3.52,4,SOUTH  ,10,2020
27504,183,31-MAR-19,8942,1.74,1,EAST   ,13,2019
15629,3800,20-DEC-18,2679287,2.0,2,CENTRAL,50,2018
41900,2512,25-JUL-19,642933,1.99,1,WEST   ,29,2019
32465,4085,08-MAY-19,2273793,19.96,1,CENTRAL,18,2019
72689,3474,12-APR-20,5290844,5.33,1,SOUTH  ,15,2020
71829,4836,03-APR-20,110595,1.12,1,SOUTH  ,13,2020
28435,4017,07-APR-19,1461397,2.99,1,WEST   ,14,2019
30804,183,25-APR-19,92649,1.79,1,EAST   ,16,2019
6795,3314,11-OCT-18,6394759,5.99,1,SOUTH  ,40,2018
83530,1241,28-JUL-20,7174638,3.49,1,EAST   ,30,2020
74754,2024,04-MAY-20,778080,2.67,1,WEST   ,18,2020
6372,2990,07-OCT-18,5679384,2.99,1,CENTRAL,40,2018
79433,2453,19-JUN-20,86362,1.99,1,WEST   ,24,2020
20114,4439,27-JAN-19,5427195,7.98,2,EAST   ,4,2019
5017,3842,27-SEP-18,6559033,0.37,1,SOUTH  ,38,2018
35314,991,01-JUN-19,5473151,5.0,2,EAST   ,21,2019
29839,3022,18-APR-19,6785435,1.0,1,SOUTH  ,15,2019
37877,1265,22-JUN-19,94484,2.0,2,EAST   ,24,2019
2753,3893,08-SEP-18,6265686,1.67,1,SOUTH  ,35,2018
83283,4745,26-JUL-20,6933216,1.19,1,WEST   ,30,2020
38489,4017,27-JUN-19,4853761,3.75,3,WEST   ,25,2019
5531,2745,30-SEP-18,4782709,0.84,1,WEST   ,39,2018
80184,4126,26-JUN-20,6822485,6.67,2,CENTRAL,25,2020
27846,1245,31-MAR-19,3974214,1.35,1,EAST   ,13,2019
66528,1241,16-FEB-20,5628784,13.49,1,EAST   ,7,2020
67978,2143,01-MAR-20,2838003,29.95,5,EAST   ,9,2020
32078,4085,05-MAY-19,101640,1.5,1,CENTRAL,18,2019
20597,2780,31-JAN-19,312703,4.99,1,WEST   ,4,2019
39625,3785,06-JUL-19,679793,2.79,1,EAST   ,26,2019
42189,2629,27-JUL-19,98249,4.99,1,WEST   ,29,2019
76862,2756,24-MAY-20,6158405,4.49,1,CENTRAL,21,2020
69779,1241,15-MAR-20,902481,3.96,4,EAST   ,11,2020
24342,2519,03-MAR-19,777753,1.67,1,WEST   ,9,2019
69978,766,16-MAR-20,1091368,5.99,1,CENTRAL,11,2020
46029,3467,27-AUG-19,3740400,2.78,2,SOUTH  ,34,2019
21494,3214,07-FEB-19,98996,2.99,1,SOUTH  ,5,2019
48175,2512,15-SEP-19,2895687,1.54,2,WEST   ,37,2019
5171,1709,28-SEP-18,513328,2.99,1,CENTRAL,38,2018
80971,789,03-JUL-20,468178,3.49,1,CENTRAL,26,2020
66471,60,14-FEB-20,93933,0.53,1,EAST   ,6,2020
298,1699,19-AUG-18,86140,0.75,1,EAST   ,33,2018
52182,4171,19-OCT-19,87712,4.99,1,EAST   ,41,2019
78643,2629,11-JUN-20,3949871,1.69,1,WEST   ,23,2020
58669,3003,11-DEC-19,318626,2.29,1,CENTRAL,49,2019
63989,4836,26-JAN-20,7200688,3.98,2,SOUTH  ,4,2020
77745,159,02-JUN-20,101023,5.0,5,EAST   ,22,2020
46985,4085,04-SEP-19,93943,0.59,1,CENTRAL,35,2019
51528,4897,14-OCT-19,491613,1.99,1,SOUTH  ,41,2019
13182,1034,01-DEC-18,124622,1.67,1,EAST   ,47,2018
26525,3582,20-MAR-19,147156,3.99,1,SOUTH  ,11,2019
34811,1102,27-MAY-19,8986,1.34,4,EAST   ,21,2019
69477,789,13-MAR-20,6791980,31.96,4,CENTRAL,10,2020
25635,308,14-MAR-19,5057822,5.49,1,EAST   ,10,2019
9333,3904,31-OCT-18,96070,0.79,1,EAST   ,43,2018
29846,2507,18-APR-19,402684,2.99,1,WEST   ,15,2019
